user_id,item_id,score
424,3362,103.0
424,3790,0.0015054122
518,3362,105.0
518,3790,0.00035579875
736,750,105.0
736,3790,0.0013674088
839,2128,53.0
839,3790,0.0010760427
840,2485,69.0
840,3790,0.003308259
937,1267,58.0
937,3790,0.0024047233
1015,3911,143.0
1015,3790,0.0011530127
1088,2579,81.0
1088,3790,0.0015674317
1101,2579,102.0
1101,3790,0.0017213672
1113,1615,104.0
1113,3790,0.00019354746
1165,838,103.0
1165,3790,0.0012235492
1243,3481,81.0
1243,3790,0.0016521327
1246,2706,104.0
1246,3790,0.0013346821
1306,1615,10.0
1306,3790,0.00024783798
1425,838,10.0
1425,3790,0.00058946107
1447,2340,81.0
1447,3790,0.0004389938
1579,1267,21.0
1579,3790,0.00013577566
1647,1615,201.0
1647,3790,0.00058249757
1958,2011,90.0
1958,3790,0.0025202185
1980,1615,81.0
1980,3790,0.00046932697
2105,1417,101.0
2105,3790,0.00023355335
2176,1417,126.0
2176,3790,0.00024238043
2860,2952,124.0
2860,3790,0.0005901642
3013,1417,107.0
3013,3790,0.0011463352
3562,2952,105.0
3562,3790,0.000156641
4042,3831,143.0
4042,3790,0.008093124
4277,2952,103.0
4277,3790,0.000407964
4312,69,63.0
4312,3790,0.0009235535
4600,3362,147.0
4600,3790,0.00047949515
4697,2128,98.0
4697,3790,0.0017756224
4748,3481,101.0
4748,3790,0.0005541984
5312,3362,103.0
5312,3790,0.00046577677
5448,2551,126.0
5448,3790,0.0010779845
5484,2011,53.0
5484,3790,0.0016547441
5636,1615,81.0
5636,3790,0.00046927668
5654,1095,4.0
5654,3790,0.0033966228
5682,2770,0.0
5682,3790,0.0022865115
5948,2340,106.0
5948,3790,0.00015878305
