user_id,item_id,score
195,2706,40.0
195,1356,0.0013374989
424,2579,40.0
424,1356,0.0013775155
518,1080,35.0
518,1356,0.00033006258
624,1615,24.0
624,1356,0.00012866221
840,2340,39.0
840,1356,0.00017182576
937,2340,35.0
937,1356,0.00020771101
1088,2436,13.0
1088,1356,0.0013255924
1101,3844,59.0
1101,1356,0.0013161711
1113,1095,31.0
1113,1356,0.00067707896
1246,3844,41.0
1246,1356,0.00066986866
1306,2340,108.0
1306,1356,0.00045875926
1425,3518,38.0
1425,1356,0.0009801872
1447,2579,13.0
1447,1356,0.00040850043
1579,1615,12.0
1579,1356,0.00029887725
1647,2952,14.0
1647,1356,0.00043789367
1733,1095,41.0
1733,1356,0.00028823502
1958,1080,120.0
1958,1356,0.00026213657
2105,2436,39.0
2105,1356,0.00026813708
2176,1095,31.0
2176,1356,0.0015127491
2860,2248,31.0
2860,1356,0.00058195926
3013,2436,12.0
3013,1356,0.0012454996
3462,1417,40.0
3462,1356,0.00043235254
3519,2579,41.0
3519,1356,0.0003105551
4277,1615,69.0
4277,1356,0.00016483106
4600,2248,59.0
4600,1356,0.000690043
4748,1417,39.0
4748,1356,0.00041289814
5312,2579,12.0
5312,1356,0.00076935603
5448,3581,5.0
5448,1356,0.0017099567
5484,2070,113.0
5484,1356,4.181266e-05
5636,2952,35.0
5636,1356,0.00042269565
5654,2128,60.0
5654,1356,0.0009330958
5682,3275,9.0
5682,1356,0.003811065
5948,1095,46.0
5948,1356,0.00021946616
