user_id,item_id,score
195,996,249.0
195,1254,0.0006593261
398,2012,233.0
398,1254,6.3598156e-05
424,2360,249.0
424,1254,0.0025713965
1088,2501,248.0
1088,1254,0.0024425518
1113,996,246.0
1113,1254,0.0005743969
1274,1921,246.0
1274,1254,0.0017476771
1415,1254,66.0
1415,1254,0.00027757883
1426,135,241.0
1426,1254,0.0006194636
1605,3241,319.0
1605,1254,0.0014478713
1912,135,247.0
1912,1254,0.0009946488
1946,1254,120.0
1946,1254,0.00092396885
2985,996,66.0
2985,1254,0.0014860891
3080,3241,335.0
3080,1254,0.0022052564
3106,996,120.0
3106,1254,0.0005835183
3158,309,237.0
3158,1254,0.0002079201
3693,996,232.0
3693,1254,0.00016701315
4600,1254,331.0
4600,1254,0.00023628026
4829,996,247.0
4829,1254,0.0005104244
4934,2502,322.0
4934,1254,0.0003499305
4958,2583,242.0
4958,1254,0.001579646
5312,162,232.0
5312,1254,0.00016404875
5654,497,237.0
5654,1254,0.0065499526
5841,3489,320.0
5841,1254,0.0005208545
5948,1254,320.0
5948,1254,0.0004094462
