user_id,item_id,score
195,1136,289.0
195,2808,0.000290907
343,3300,297.0
343,2808,0.00040273403
349,3794,18.0
349,2808,0.006023029
355,3733,244.0
355,2808,0.00043905526
424,3178,210.0
424,2808,0.0004703086
624,206,280.0
624,2808,0.0002417881
1113,3733,35.0
1113,2808,0.00030530803
1579,1192,67.0
1579,2808,0.0003264146
1733,2693,280.0
1733,2808,0.001805211
1897,1189,74.0
1897,2808,0.00048587238
1912,1197,224.0
1912,2808,0.00038513262
1946,3178,209.0
1946,2808,0.00066396594
2395,3083,244.0
2395,2808,0.00028803572
2648,1449,1.0
2648,2808,0.0021863775
3012,3426,300.0
3012,2808,0.0001353249
3080,1197,29.0
3080,2808,0.0010782667
3410,3859,67.0
3410,2808,0.00020366907
3693,1197,285.0
3693,2808,0.00025495142
3732,3536,210.0
3732,2808,0.001621976
4058,1306,285.0
4058,2808,0.00031137466
4126,2645,277.0
4126,2808,0.00029729772
4579,3075,32.0
4579,2808,0.0007933751
4934,1717,11.0
4934,2808,0.0024711129
5100,3300,285.0
5100,2808,0.00038750656
5156,947,281.0
5156,2808,0.00035788352
5172,527,1.0
5172,2808,0.006620899
5387,144,227.0
5387,2808,0.009307809
5557,1449,28.0
5557,2808,0.0006723106
5841,3188,277.0
5841,2808,0.00030107773
5948,1197,223.0
5948,2808,0.00060427934
