user_id,item_id,score
343,1449,111.0
343,1817,0.00038069114
349,2539,111.0
349,1817,0.0012297789
424,2314,90.0
424,1817,0.0010218695
736,3735,57.0
736,1817,0.0011405125
839,1449,67.0
839,1817,0.001049675
911,908,24.0
911,1817,0.0004530293
1015,1449,125.0
1015,1817,0.0011348277
1063,3362,111.0
1063,1817,0.00040437933
1088,3535,7.0
1088,1817,0.002403574
1165,2544,94.0
1165,1817,0.00056699663
1243,2579,130.0
1243,1817,0.0011798665
1605,1449,128.0
1605,1817,0.0010293201
1733,1962,49.0
1733,1817,0.0030389372
1980,3363,103.0
1980,1817,0.0016492503
2047,1817,108.0
2047,1817,0.00029469933
2176,908,0.0
2176,1817,0.00020194799
3391,3362,5.0
3391,1817,0.00088497833
3471,838,184.0
3471,1817,8.5968524e-05
3562,908,0.0
3562,1817,0.0003662724
3840,2539,76.0
3840,1817,0.00026370795
4042,2692,50.0
4042,1817,0.0006437907
4058,908,157.0
4058,1817,0.00011655921
4126,838,75.0
4126,1817,0.0006099567
4277,2907,76.0
4277,1817,0.00020635419
4312,3556,65.0
4312,1817,0.001759775
4418,2539,75.0
4418,1817,0.0026504248
4697,2579,9.0
4697,1817,0.0030857027
5329,750,110.0
5329,1817,0.0024782866
5484,1817,128.0
5484,1817,0.00097483024
5654,3275,95.0
5654,1817,0.0019685328
5948,2539,129.0
5948,1817,0.00036301836
