user_id,item_id,score
195,2953,244.0
195,1254,0.0013148095
398,2612,242.0
398,1254,0.00020238757
424,3241,240.0
424,1254,0.00059329905
648,2501,243.0
648,1254,0.0019356972
1088,1456,239.0
1088,1254,0.0028880164
1113,309,46.0
1113,1254,0.00021048076
1274,996,67.0
1274,1254,0.0010605296
1415,2501,258.0
1415,1254,0.00038830377
1426,680,237.0
1426,1254,0.00019846088
1579,1799,243.0
1579,1254,0.00025333837
1605,2501,233.0
1605,1254,0.00021837768
1912,2501,336.0
1912,1254,0.0003553601
1946,3489,250.0
1946,1254,0.00017351145
2985,3241,245.0
2985,1254,0.0018742401
3106,3949,237.0
3106,1254,0.0002351366
3158,1799,327.0
3158,1254,0.000928808
3693,2501,239.0
3693,1254,0.00024651922
4312,177,327.0
4312,1254,0.0036628917
4600,2360,259.0
4600,1254,0.0005696248
4829,910,336.0
4829,1254,0.00069273915
4958,1456,223.0
4958,1254,0.0011845231
5312,2360,239.0
5312,1254,0.00053689256
5654,3521,0.0
5654,1254,0.0068085007
