user_id,item_id,rating,timestamp,interaction
195,1254,4.0,2003-02-06 17:23:42,1
195,1456,2.0,2003-02-08 00:07:32,1
343,1569,4.0,2003-02-09 15:36:14,1
343,2617,4.0,2003-02-09 15:25:26,1
343,2498,3.0,2003-02-09 15:36:54,1
343,500,4.0,2003-02-09 15:24:56,1
398,1175,5.0,2003-02-06 21:39:01,1
398,1249,5.0,2003-02-06 21:43:42,1
398,648,3.0,2003-02-06 21:38:11,1
398,3863,4.0,2003-02-06 21:05:42,1
398,1252,5.0,2003-02-06 21:36:23,1
398,3794,4.0,2003-02-06 21:05:42,1
398,3798,2.0,2003-02-06 21:09:46,1
398,2997,3.0,2003-02-06 21:05:09,1
398,1259,5.0,2003-02-06 21:22:32,1
398,589,5.0,2003-02-06 21:11:26,1
398,6,4.0,2003-02-06 21:16:29,1
398,2064,5.0,2003-02-06 21:29:59,1
398,1265,4.0,2003-02-06 21:28:43,1
398,733,4.0,2003-02-06 21:15:37,1
398,1267,4.0,2003-02-06 21:43:05,1
398,1196,4.0,2003-02-06 21:39:01,1
398,1197,4.0,2003-02-06 21:14:38,1
398,736,2.0,2003-02-06 21:19:21,1
398,593,5.0,2003-02-06 21:43:05,1
398,3952,3.0,2003-02-06 21:05:54,1
398,1343,4.0,2003-02-06 21:45:38,1
398,2076,5.0,2003-02-06 21:37:07,1
398,1276,5.0,2003-02-06 21:29:01,1
398,3020,4.0,2003-02-06 21:18:40,1
398,750,5.0,2003-02-06 21:39:01,1
398,1285,4.0,2003-02-06 21:30:45,1
398,1288,4.0,2003-02-06 21:29:20,1
398,3104,4.0,2003-02-06 21:15:37,1
398,1500,4.0,2003-02-06 21:31:28,1
398,1503,3.0,2003-02-06 21:03:31,1
398,3108,4.0,2003-02-06 21:32:21,1
398,3037,4.0,2003-02-06 21:31:15,1
398,904,4.0,2003-02-06 21:36:23,1
398,1297,4.0,2003-02-06 21:34:58,1
398,3115,3.0,2003-02-06 21:06:35,1
398,2318,4.0,2003-02-06 21:07:00,1
398,2174,5.0,2003-02-06 21:30:32,1
398,2248,4.0,2003-02-06 21:31:58,1
398,1449,4.0,2003-02-06 21:33:18,1
398,2321,4.0,2003-02-06 21:34:44,1
398,3052,4.0,2003-02-06 21:30:57,1
398,1527,4.0,2003-02-06 21:15:19,1
398,924,5.0,2003-02-06 21:36:42,1
398,780,4.0,2003-02-06 21:19:34,1
398,858,5.0,2003-02-06 21:10:48,1
398,785,3.0,2003-02-06 21:07:12,1
398,2334,1.0,2003-02-06 21:21:04,1
398,1608,2.0,2003-02-06 21:17:01,1
398,1464,5.0,2003-02-06 21:38:32,1
398,1394,5.0,2003-02-06 21:29:49,1
398,1396,4.0,2003-02-06 21:39:57,1
398,1610,4.0,2003-02-06 21:45:00,1
398,3147,2.0,2003-02-06 21:43:42,1
398,1617,5.0,2003-02-06 21:36:23,1
398,2278,4.0,2003-02-06 21:16:29,1
398,1479,3.0,2003-02-06 21:20:49,1
398,876,2.0,2003-02-06 21:15:07,1
