user_id,item_id,score
195,3521,240.0
195,1254,0.001480626
343,2360,125.0
343,1254,0.0011729244
398,2012,0.0
398,1254,0.00012353063
424,2927,244.0
424,1254,0.0006233966
648,911,244.0
648,1254,0.0011853278
937,1921,328.0
937,1254,0.0017173216
1088,2927,240.0
1088,1254,0.0022996627
1113,3882,50.0
1113,1254,0.00051235873
1274,3241,329.0
1274,1254,0.00066872686
1415,3859,328.0
1415,1254,0.0004966669
1579,3007,239.0
1579,1254,0.00039867125
1605,1921,244.0
1605,1254,0.0011469275
2985,926,329.0
2985,1254,0.0009980947
3106,3521,249.0
3106,1254,0.00054445164
3158,3328,332.0
3158,1254,0.00058916514
3172,3275,226.0
3172,1254,0.0025343401
3693,3859,103.0
3693,1254,0.00023295172
4277,858,244.0
4277,1254,0.00056981156
4312,2012,228.0
4312,1254,0.00427334
4958,1456,3.0
4958,1254,0.001960013
5046,3521,336.0
5046,1254,0.0007086429
5312,3882,340.0
5312,1254,0.00037559797
5654,1456,60.0
5654,1254,0.008486547
