user_id,item_id,score
102,147,232.0
102,2212,0.0011249781
195,1294,26.0
195,2212,0.0002979571
343,147,213.0
343,2212,0.00035159755
349,317,233.0
349,2212,0.008265004
355,292,214.0
355,2212,0.00075826887
424,2645,56.0
424,2212,0.00012622087
624,185,14.0
624,2212,0.00010630675
1015,3341,29.0
1015,2212,0.0006286171
1113,3879,39.0
1113,2212,0.00021066703
1579,3785,293.0
1579,2212,7.195119e-05
1733,1136,299.0
1733,2212,0.0011635683
1748,3083,57.0
1748,2212,0.0001233354
1897,1189,52.0
1897,2212,0.0004803487
1912,2565,228.0
1912,2212,0.00084463507
1946,1189,282.0
1946,2212,0.00035521574
2395,581,55.0
2395,2212,0.0001672539
2648,1394,44.0
2648,2212,0.0027357042
3012,3794,42.0
3012,2212,0.00083031505
3410,2412,284.0
3410,2212,0.00012674485
3454,2599,16.0
3454,2212,0.00010511745
3693,1935,214.0
3693,2212,0.0010599475
3732,1394,9.0
3732,2212,0.0012018457
4058,196,77.0
4058,2212,0.00010647811
4085,292,29.0
4085,2212,0.00043488014
4126,150,164.0
4126,2212,0.00029283576
4277,3083,22.0
4277,2212,0.00016645063
4579,3593,9.0
4579,2212,0.0001851581
5100,1754,228.0
5100,2212,0.00037255883
5156,581,23.0
5156,2212,0.00017211214
5172,261,230.0
5172,2212,0.0038400367
5387,3593,28.0
5387,2212,0.009446289
5557,147,213.0
5557,2212,0.00090785883
5636,527,37.0
5636,2212,0.0011820365
5948,2355,228.0
5948,2212,0.0006099418
