user_id,item_id,rating,timestamp,interaction
424,3005,3.0,2003-02-03 17:55:06,1
424,628,4.0,2003-02-03 17:46:22,1
424,3109,3.0,2003-02-03 17:50:06,1
424,1939,5.0,2003-02-03 18:26:41,1
1912,3075,1.0,2003-02-03 03:50:23,1
1912,3832,3.0,2003-02-03 21:06:18,1
3080,496,5.0,2003-02-03 23:28:26,1
3080,3851,4.0,2003-02-03 23:07:48,1
3080,3317,4.0,2003-02-03 23:08:09,1
3693,1629,3.0,2003-02-03 14:53:24,1
4934,135,2.0,2003-02-03 02:21:52,1
5841,278,4.0,2003-02-03 13:17:17,1
5948,304,4.0,2003-02-03 19:16:11,1
