user_id,item_id,score
343,2551,99.0
343,1817,0.00011486467
349,838,99.0
349,1817,0.0010951757
424,1817,114.0
424,1817,0.0010315143
736,1095,66.0
736,1817,0.0017830133
839,2314,98.0
839,1817,0.0015510526
911,2692,47.0
911,1817,0.000717042
1015,2544,72.0
1015,1817,0.0011260211
1063,2541,126.0
1063,1817,8.16714e-05
1088,3275,118.0
1088,1817,7.466599e-05
1113,3275,118.0
1113,1817,0.0001668362
1165,2539,52.0
1165,1817,0.0007244274
1243,916,26.0
1243,1817,0.0017367676
1246,908,97.0
1246,1817,0.00063160807
1579,838,19.0
1579,1817,0.00011914596
1605,2544,98.0
1605,1817,0.00073895603
1733,1962,46.0
1733,1817,0.0035615875
1958,1962,87.0
1958,1817,0.005429198
1980,838,136.0
1980,1817,9.5088035e-05
2047,3275,88.0
2047,1817,8.663535e-05
2176,2683,134.0
2176,1817,8.6955144e-05
2860,1817,86.0
2860,1817,0.00010077469
3013,2797,73.0
3013,1817,0.0017392784
3471,1449,75.0
3471,1817,0.00019827671
3562,2544,96.0
3562,1817,0.00013151765
4042,2692,47.0
4042,1817,0.0007075432
4058,2541,112.0
4058,1817,7.3709525e-05
4126,3275,9.0
4126,1817,0.00077792816
4277,838,52.0
4277,1817,0.00011700392
4312,3718,56.0
4312,1817,0.0017737802
4418,2797,93.0
4418,1817,0.0015647607
4697,2683,97.0
4697,1817,0.0013728384
5312,3247,140.0
5312,1817,0.00011101039
5329,750,73.0
5329,1817,0.0019719526
5484,3275,114.0
5484,1817,0.000977762
5654,1186,187.0
5654,1817,0.00202699
5948,2551,96.0
5948,1817,0.00027576834
