user_id,item_id,score
195,1479,92.0
195,1183,0.0067863762
343,101,93.0
343,1183,0.0011987761
419,3764,99.0
419,1183,0.0018840283
424,251,113.0
424,1183,0.00058748573
496,251,113.0
496,1183,0.0011110418
624,203,109.0
624,1183,0.00061395764
937,2427,95.0
937,1183,0.0010812758
1019,1916,110.0
1019,1183,0.0010394473
1113,101,132.0
1113,1183,0.00033228192
1317,2424,65.0
1317,1183,0.0006602099
1352,101,152.0
1352,1183,0.0006242653
1425,2927,108.0
1425,1183,0.0013819523
1579,1888,149.0
1579,1183,0.00076416077
1647,2927,128.0
1647,1183,0.0006710361
1912,2526,127.0
1912,1183,0.0014619482
2395,3328,178.0
2395,1183,0.0012582149
3106,2581,127.0
3106,1183,0.0006770424
3172,2792,4.0
3172,1183,0.0017371066
3520,2165,177.0
3520,1183,0.0015777946
4277,101,178.0
4277,1183,0.0019576848
4958,1962,99.0
4958,1183,0.0012862682
5046,1009,127.0
5046,1183,0.0008690255
5387,471,175.0
5387,1183,0.0010163188
5394,2082,148.0
5394,1183,0.00068730675
5630,1916,113.0
5630,1183,0.001903737
5654,1914,98.0
5654,1183,0.0018217757
