user_id,item_id,score
343,1172,27.0
343,1817,9.265542e-05
349,3735,15.0
349,1817,0.0019766986
424,3275,16.0
424,1817,0.001534774
496,2539,278.0
496,1817,0.0007877201
911,908,217.0
911,1817,0.0005643815
1063,2208,276.0
1063,1817,0.00013528159
1088,3535,8.0
1088,1817,0.003297601
1597,2208,12.0
1597,1817,0.0028622951
1605,2155,277.0
1605,1817,0.001465654
1733,1962,237.0
1733,1817,0.0009499788
2047,2797,27.0
2047,1817,0.00025065988
3391,908,13.0
3391,1817,3.1501055e-05
3471,1186,229.0
3471,1817,0.00016965484
3840,3275,14.0
3840,1817,0.0030633695
4058,2208,12.0
4058,1817,0.00014410913
4126,2010,22.0
4126,1817,0.0017903298
4277,3895,0.0
4277,1817,0.00081355125
4418,2307,153.0
4418,1817,0.00500758
5100,3735,11.0
5100,1817,0.0006907927
5329,3188,235.0
5329,1817,0.0024804529
5484,2208,12.0
5484,1817,0.00013421848
5654,2797,15.0
5654,1817,0.0013198955
5948,1449,11.0
5948,1817,0.00016495679
