user_id,item_id,score
195,2212,112.0
195,1183,0.005882874
419,3477,0.0
419,1183,7.896125e-05
424,1914,176.0
424,1183,0.0018294482
496,12,96.0
496,1183,0.0003053546
624,251,65.0
624,1183,0.0003004428
1019,1914,90.0
1019,1183,0.0008912501
1113,185,90.0
1113,1183,0.00043237628
1317,1911,33.0
1317,1183,0.0004806174
1348,2131,177.0
1348,1183,0.002120424
1352,2526,113.0
1352,1183,0.0002843514
1425,2640,90.0
1425,1183,0.00095177814
1524,251,170.0
1524,1183,0.00028805318
1579,539,137.0
1579,1183,0.00045294175
1647,1914,65.0
1647,1183,0.00021287007
1912,2165,167.0
1912,1183,0.00019541453
2395,3328,101.0
2395,1183,0.00039362907
3106,2048,176.0
3106,1183,0.0004330352
3520,2488,90.0
3520,1183,0.0020902883
4277,2165,108.0
4277,1183,0.0020637065
4958,2212,112.0
4958,1183,0.001010552
5387,2165,108.0
5387,1183,0.0002751872
5394,2427,161.0
5394,1183,0.0005012322
5630,3147,100.0
5630,1183,0.0023010084
5654,12,101.0
5654,1183,0.0006245598
