user_id,item_id,rating,timestamp,interaction
424,3275,4.0,2003-02-18 15:06:23,1
424,3616,1.0,2003-02-18 15:17:50,1
424,2128,4.0,2003-02-18 15:26:30,1
424,1507,3.0,2003-02-18 15:34:07,1
424,2770,4.0,2003-02-18 15:35:54,1
424,3739,5.0,2003-02-18 15:24:35,1
424,1226,4.0,2003-02-18 14:55:39,1
840,2070,2.0,2003-02-18 20:59:06,1
937,750,4.0,2003-02-18 23:13:57,1
1088,1660,3.0,2003-02-18 00:53:58,1
1088,2844,3.0,2003-02-18 00:58:13,1
1088,2728,3.0,2003-02-18 00:59:03,1
1088,170,3.0,2003-02-18 00:57:21,1
1088,3543,4.0,2003-02-18 01:02:22,1
1088,1951,2.0,2003-02-18 00:54:58,1
1101,3247,4.0,2003-02-18 17:35:41,1
1101,203,4.0,2003-02-18 17:36:03,1
1101,1884,3.0,2003-02-18 17:36:46,1
1425,3671,4.0,2003-02-18 19:10:24,1
1425,1983,3.0,2003-02-18 19:14:23,1
1425,1984,2.0,2003-02-18 19:14:23,1
1447,1615,3.0,2003-02-18 22:29:39,1
2105,2706,3.0,2003-02-18 07:13:31,1
5312,1304,5.0,2003-02-18 01:23:24,1
5636,2579,4.0,2003-02-18 22:54:26,1
5654,2107,3.0,2003-02-18 15:38:39,1
5654,1041,4.0,2003-02-18 22:34:56,1
5654,529,4.0,2003-02-18 22:36:27,1
5682,2128,3.0,2003-02-18 06:00:45,1
