user_id,item_id,score
195,1770,93.0
195,1183,0.005101431
343,101,112.0
343,1183,0.0012741983
419,468,96.0
419,1183,0.0003629774
424,2927,69.0
424,1183,0.0002733916
496,251,9.0
496,1183,0.00024187844
624,251,136.0
624,1183,0.00022261217
648,251,104.0
648,1183,0.00094831176
937,3328,117.0
937,1183,0.0009167716
1019,2488,115.0
1019,1183,0.00030533038
1113,300,99.0
1113,1183,6.836932e-05
1317,2016,48.0
1317,1183,0.00032965
1352,3480,124.0
1352,1183,6.790552e-05
1425,2131,189.0
1425,1183,0.0013505146
1579,3328,189.0
1579,1183,0.0006732866
1647,2488,101.0
1647,1183,0.00012212247
1912,3328,127.0
1912,1183,0.00012068078
2395,911,94.0
2395,1183,0.0005535884
3106,1129,136.0
3106,1183,0.00011885539
3172,2748,6.0
3172,1183,0.0019631218
3520,3593,192.0
3520,1183,0.0017082323
3693,2427,114.0
3693,1183,0.000108692795
4277,911,99.0
4277,1183,0.00025782175
4312,2840,125.0
4312,1183,0.005440697
4958,2840,101.0
4958,1183,0.003032337
5046,2953,111.0
5046,1183,8.840673e-05
5394,2427,31.0
5394,1183,0.00010407716
5630,3721,33.0
5630,1183,0.00040609436
