user_id,item_id,score
343,3481,105.0
343,1817,0.00025303848
349,908,104.0
349,1817,0.0009608213
424,1615,194.0
424,1817,0.0012358055
736,750,126.0
736,1817,0.001791127
839,2070,111.0
839,1817,0.0010169
840,2485,71.0
840,1817,0.0035210028
911,1704,51.0
911,1817,0.0005543344
937,1267,61.0
937,1817,0.0024610553
1015,1615,85.0
1015,1817,0.0007670969
1063,2539,112.0
1063,1817,0.00018404983
1088,3362,56.0
1088,1817,0.0010428559
1101,1817,51.0
1101,1817,0.0010318095
1113,3362,125.0
1113,1817,0.00039185956
1165,2579,110.0
1165,1817,0.0006324914
1243,2764,127.0
1243,1817,0.0007427931
1246,2551,105.0
1246,1817,0.0014558583
1425,2539,36.0
1425,1817,0.00033198297
1447,3481,109.0
1447,1817,0.00027436344
1579,1817,5.0
1579,1817,0.00016282499
1605,2544,104.0
1605,1817,0.00082397275
1958,455,97.0
1958,1817,0.003112588
1980,1615,110.0
1980,1817,0.0003901627
2105,2539,128.0
2105,1817,0.00022196397
2176,2551,128.0
2176,1817,0.00024954416
2860,2551,104.0
2860,1817,0.0001806654
3013,838,5.0
3013,1817,0.0017140657
3471,2770,10.0
3471,1817,0.0026176036
3562,2551,0.0
3562,1817,0.00028110854
4042,1704,51.0
4042,1817,0.00058608316
4058,2706,85.0
4058,1817,0.000390362
4277,3481,126.0
4277,1817,0.00014463998
4312,2357,65.0
4312,1817,0.0010573622
4697,2070,127.0
4697,1817,0.0011150315
5312,2551,105.0
5312,1817,0.00023346394
5329,750,98.0
5329,1817,0.0035550548
5484,838,126.0
5484,1817,0.0021941513
5636,1615,110.0
5636,1817,0.00039017387
5654,3481,83.0
5654,1817,0.0009147376
5682,2770,10.0
5682,1817,0.0025719423
5948,1817,104.0
5948,1817,0.0004051663
