user_id,item_id,score
195,1615,95.0
195,1356,0.0006315587
424,2952,38.0
424,1356,0.0007524751
518,2579,39.0
518,1356,0.00027818326
624,1080,97.0
624,1356,0.00033029914
840,2436,38.0
840,1356,0.00034416467
937,2128,40.0
937,1356,0.0003650263
1088,2128,13.0
1088,1356,0.0015948452
1101,2952,38.0
1101,1356,0.0005204957
1113,1080,47.0
1113,1356,0.0007040929
1306,2340,36.0
1306,1356,0.00040877145
1348,3581,37.0
1348,1356,0.0011496656
1425,1304,12.0
1425,1356,0.00086547807
1447,922,46.0
1447,1356,0.00024071475
1524,1304,38.0
1524,1356,0.0005260552
1579,1615,47.0
1579,1356,0.0005806433
1647,3518,36.0
1647,1356,0.0005150046
1733,2248,38.0
1733,1356,0.00054837065
2105,750,97.0
2105,1356,0.00019236654
2176,2340,37.0
2176,1356,0.00085546076
2860,3518,53.0
2860,1356,0.00044842437
3462,3581,13.0
3462,1356,0.00066653267
3519,1080,14.0
3519,1356,0.00039934367
4277,1080,37.0
4277,1356,0.0005305214
4600,3581,93.0
4600,1356,0.00072092935
4748,1417,38.0
4748,1356,0.0007462576
5312,2640,39.0
5312,1356,0.0005312746
5448,2340,93.0
5448,1356,0.0006911978
5484,2706,36.0
5484,1356,0.0001219064
5636,1417,44.0
5636,1356,0.00019224733
5654,2248,93.0
5654,1356,0.0008152239
5682,3616,11.0
5682,1356,0.002256425
5948,3518,37.0
5948,1356,0.00041385554
